PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Owner Type,Primary Source,Activity Status,Deactivation Date,Season Begin Date,Season End Date,Is Wholesaler,Pop Cat 5,Pop Cat 11,Population Served Count,Is Outstanding Performer,Outstanding Performer Date,Is Source Water Protected,Source Water Protection Date,Service Connections Count,Seasonal Startup System,Org Name,Admin Name,Email Address,Phone Number,Phone Ext Number,Fax Number,Alt Phone Number,Address Line1,Address Line2,City Name,State Code,Zip Code,Country Code,First Reported Date,Last Reported Date,GW or SW,Is School Or Daycare,GW or SW Code
MA4334052,HANDY HILL CREAMERY,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-01,09-30,N,<=500,<=100,25,,,,,1,Not Pressurized all Year,HANDY HILL CREAMERY,QUENTIN A SANFORD,QSANFORD@COX.NET,5086368888,,,,P.O. BOX 3393,,WESTPORT,MA,02790,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4334053,ACOAXET CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,06-15,10-31,N,<=500,101-500,200,,,,,1,All Pressurized Including Offseason,ACOAXET CLUB,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5086366225,,5086363875,5084006681,152 HOWLAND RD,,WESTPORT,MA,02790,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1004001,DCR MT GREYLOCK STATE RESERVATION,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,464,,,,,3,Not Pressurized all Year,DCR MT GREYLOCK STATE RESERVATION,SARA NORTHRUP,SARA.NORTHRUP@MASS.GOV,4134428928,,4134425860,4132703313,740 SOUTH STREET,PO BOX 1433,PITTSFIELD,MA,01202,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4250002,ROCHESTER MEMORIAL SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,"501-3,300","501-1,000",688,,,,,2,,ROCHESTER MEMORIAL SCHOOL,BRIAN OUELETTE,BRIANOUELLETTE@OLDROCHESTER.ORG,5087632049,,5087632623,,16 PINE ST,,ROCHESTER,MA,02770,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA4250003,OLD COLONY REG.VOC.TECH. HIGH SCH.,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,"501-3,300","501-1,000",642,,,,,1,,OLD COLONY REG VOC H S,ROBERT R SOUZA,RSOUZA@OLDCOLONY.US,5087638011,,5087639821,,476 NORTH AVENUE,,ROCHESTER,MA,02770,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA2208001,MCI NORFOLK/CEDAR JUNCTION/WALPOLE,Region 1,Massachusetts,Community water system,State,State government,Ground water,Active,,,,N,"3,301-10,000","3,301-10,000","3,800",,,,,12,,DOC DIVISION OF RESOURCE MANAGEMENT,JEFFREY J QUICK,JEFFEREY.QUICK@DOC.STATE.MA.US,5086605900,,5084223666,5083263661,ATTN:  JEFFREY QUICK,50 MAPLE STREET,MILFORD,MA,01757,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3248000,REVERE WATER DIVISION (MWRA),Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"10,001-100,000","50,001-100,000","51,755",,,,,11938,,REVERE WATER DEPT. (MWRA),MATTHEW V MARTELLI,mvmartelli@revere.org,7812868149,,7812863108,7818539190,281 BROADWAY,,REVERE,MA,02151,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA1225022,DCR TOLLAND STATE FOREST,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,05-24,10-14,N,<=500,101-500,207,,,,,5,Not Pressurized all Year,DCR TOLLAND STATE FOREST,SARA NORTHRUP,SARA.NORTHRUP@MASS.GOV,4134428928,,4134425860,4135221272,740 SOUTH ST   PO BOX 1433,,PITTSFIELD,MA,01202,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1249004,RICHMOND CONSOLIDATED SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,RICHMOND CONSOLIDATED SCHOOL,NATALIE GINGRAS,NGINGRAS@RICHMONDCONSOLIDATED.ORG,4136982207,,4136983199,,1831 STATE ROAD,,RICHMOND,MA,01254,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA1253002,ROWE TOWN HALL,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,ROWE TOWN HALL,JENNIFER MORESE,ADMIN@ROWE-MA.GOV,4133395520,,4133395316,4133394945,BOARD OF SELECTMAN,P.O. BOX 462,ROWE,MA,01367,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4296003,AMERICAN YOUTH HOSTEL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-15,10-16,N,<=500,<=100,40,,,,,1,,AMERICAN YOUTH HOSTEL,MELANIE A ENGLERT,MELANIE.A.ENGLERT@GMAIL.COM,5086932665,,,5168286603,525 EDGARTOWN-WEST TISBURY ROAD,,VINEYARD HAVEN,MA,02568,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4296004,MARTHAS VINEYARD AIRPORT,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water purchased,Active,,01-01,12-31,N,"501-3,300","501-1,000",750,,,,,54,,MARTHAS VINEYARD AIRPORT,MICHAEL ELDRIDGE,MELDRIDGE@MVYAIRPORT.COM,5086937022,,5086964631,5086933783,71 AIRPORT ROAD,,VINEYARD HAVEN,MA,02568,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4296005,WEST TISBURY ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,375,,,,,1,,WEST TISBURY ELEMENTARY SCHOOL,OMAR JOHNSON,boh@westtisbury-ma.gov,5086967738,,5086967739,5086960105,P.O. BOX 250,,WEST TISBURY,MA,02575,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA4296009,7A FOODS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,7A FOODS,DANIEL SAUER,7AFOODS@GMAIL.COM,5086934636,,,,P.O. BOX 3117,,WEST TISBURY,MA,02575,US,15-AUG-1984,15-SEP-2021,Groundwater,N,GW
MA1200005,THE SPRINGS INN AND RESORT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,6,,THE SPRINGS INN AND RESORT,ARUN ANKOLA,ARUNANKOLA@GMAIL.COM,4134410100,,,,"94 STATE ROAD, ROUTE 7",,NEW ASHFORD,MA,01237,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1200006,MILL ON THE FLOSS RESTAURANT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,35,,,,,1,,MILL ON THE FLOSS RESTAURANT,JANE CHAMPAGNE,MILLONTHEFLOSS@GMAIL.COM,4134589123,,4134580311,,C/O JANE CHAMPAGNE,P.O. BOX 718,NEW ASHFORD,MA,01237,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4334091,COAKSETT COMMONS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,COAKSETT COMMONS,RANDY A CLARKSON,Rclarkson4855@gmail.com,5089896322,,,5084006681,875 STATE RD,,WESTPORT,MA,02790,US,16-JUN-2009,15-SEP-2021,Groundwater,N,GW
MA4072006,CHINA BELLE RESTAURANT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,CHINA BELLE RESTAURANT,MEI WONG,NOEMAIL@0.0,5089940532,,,,924 STATE ROAD,,NORTH DARTMOUTH,MA,02747,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA3301038,TYNGSBORO BUSINESS PARK LOT 1,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,"100 TYNGSBORO BUSINESS PARK, LLC",JAYNE M SAVOY,FRONTIERLAB1@MSN.COM,6179233535,,6179238282,,C/O M. SPINELLI & SONS,60 HOWARD ST,WATERTOWN,MA,02472,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2080006,SOUTHBRIDGE TOOL AND MANUFACTURING,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,58,,,,,1,,SOUTHBRIDGE TOOL AND MANUFACTURING,PETER DIDONATO,INFO@SOUTHBRIDGETOOL.COM,5087642779,,,,181 SOUTHBRIDGE ROAD,,DUDLEY,MA,01571,US,19-SEP-2012,15-SEP-2021,Groundwater,N,GW
MA4334012,WESTPORT HIGH SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,"501-3,300","501-1,000",670,,,,,1,,WESTPORT HIGH SCHOOL C/O ADMINISTRATION,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5086361050,,5086361145,5084006681,17 MAIN ROAD,,WESTPORT,MA,02790,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA4334014,TOWN OF WESTPORT SELECTMENS OFFICE,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,75,,,,,1,,WESTPORT BOARD OF SELECTMEN,DENISE BOUCHARD,BOUCHARDD@WESTPORT-MA.GOV,5086361003,,5086361047,5086361004,C/O D. BOUCHARD,816 MAIN ROAD,WESTPORT,MA,02790,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4334015,WESTPORT VILLAGE COMMONS,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,75,,,,,1,,JOE PASQUARIELLO,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5105085271,,,5084006681,6123 HILLEGASS AVENUE,,OAKLAND,CA,94618,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1233002,CAMP DANBEE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-01,08-31,N,<=500,101-500,500,,,,,2,Not Pressurized all Year,CAMP DANBEE,MARK TOPOROFF,MARK@CAMPDANBEE.COM,4136558115,,4136552956,,94 MAIN RD,,PERU,MA,01235,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1236011,DCR PITTSFIELD STATE FOREST,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,4,Not Pressurized all Year,DCR PITTSFIELD STATE FOREST,SARA NORTHRUP,SARA.NORTHRUP@MASS.GOV,4134428928,,4134425860,4135221272,PO BOX 1433,,PITTSFIELD,MA,01202,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1237001,PEPPERMINT PARK CAMPING RESORT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-01,10-31,N,<=500,<=100,50,,,,,1,Not Pressurized all Year,PEPPERMINT PARK CAMPING RESORT,DAVID BULISSA,CAMP@PEPPERMINTPARK.NET,4136345385,,4136340033,,169 GRANT ST,,PLAINFIELD,MA,01070,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1283017,HERON POND AT STOCKBRIDGE,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,50,,,,,9,,HERON POND AT STOCKBRIDGE,LAURIE  RANDO,LAURIE.RANDO@MACYS.COM,6047619428,,6046084873,2016187151,LAURIE RANDO,P.O. BOX 1513,STOCKBRIDGE,MA,01262,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2012015,CAMP MIDDLESEX,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-21,09-30,N,<=500,<=100,100,,,,,8,Not Pressurized all Year,CAMP MIDDLESEX,STEVEN LAFOUNTAIN,DIRECTOR@CAMPMIDDLESEX.COM,9783867704,,,,P.O. BOX 185,,ASHBY,MA,01431,US,13-DEC-2013,15-SEP-2021,Groundwater,N,GW
MA2103004,PRIMO WATER @ WAL MART #2155 (GARDNER),Region 1,Massachusetts,Transient non-community system,State,Private,Surface water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,9786303244,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,13-JUN-2014,15-SEP-2021,Surface water,N,SW
MA4086005,SHERATON FOUR POINTS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,EASTHAM MA HOTELS LLC,DANIEL CONNELL,DAN@JNRHOTELS.COM,5082555000,,5082401870,,15 HASTINGS ROAD,,WESTON,MA,02493,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1121009,HANCOCK ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,HANCOCK ELEMENTARY SCHOOL,JOHN MERSELIS,JMERSELIS@HANCOCKSCHOOL.ORG,4137385676,,4137385338,,3080 HANCOCK ROAD,,HANCOCK,MA,01237,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA2139008,THE PRESERVE AT HOPKINTON CONDO,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,80,,,,,41,,THE PRESERVE C/O SALISBURY MANAGEMENT IN,KENNETH HERGERT,ken@salisburymanagement.com,5084351010,,5084979333,5088694578,120 SHREWSBURY ST.,,BOYLSTON,MA,01505,US,04-OCT-1990,15-SEP-2021,Groundwater,N,GW
MA3301035,CURTIS HILL CONDOMINIUM,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,96,,,,,2,,CURTIS HILL CONDO. C/O CENTURIAN MNG.,CHRISTA CHERIE,FRONTIERLAB1@MSN.COM,9786493350,,9786497591,,P.O. BOX 724,,TYNGSBOROUGH,MA,01879,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2017004,CENTURY SPORTSMANS CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,CENTURY SPORTSMANS CLUB,DAVID MARTIN,DAVEP@WATERMAINTSVC.COM,5088322211,,,,C/O DAVID PAPALE,P.O. BOX 2800,JEFFERSON,MA,01522,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4044003,SPECTRUM GYMNASTICS INC.,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,SPECTRUM GYMNASTICS INC.,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5087472237,,,5084006681,959 WEST CHESTNUT ST,,BROCKTON,MA,02301,US,03-DEC-1990,15-SEP-2021,Groundwater,N,GW
MA4172039,MASHPEE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"10,001-100,000","10,001-50,000","35,736",,,,,9956,,MASHPEE WATER DISTRICT,ANDREW G MARKS,ANDY.MARKS@VERIZON.NET,5084776767,,5085390382,,79 INDUSTRIAL DR,,MASHPEE,MA,02649,US,03-DEC-1990,15-SEP-2021,Groundwater,N,GW
MA2125010,HARVARD PLAZA,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,150,,,,,2,,HIRSCH REALTY,ROBERT HIRSCH,ROBERTHIRSCH@VERIZON.NET,9782639008,,,,C/O ROBERT HIRSCH,52 ETHAN ALLEN DRIVE,ACTON,MA,01720,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2012013,ASHBY MARKET,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,ASHBY MARKET,MICHAEL ARNOLD,MIKEBUSSELL24@YAHOO.COM,9783865346,,,5083314807,P.O. BOX 295,,ASHBY,MA,01431,US,14-JUN-2013,15-SEP-2021,Groundwater,N,GW
MA1053014,90 MAIN EATERY,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,90 MAIN EATERY,ARRON CHARBONNEAU,,4133390105,,,,90 MAIN STREET,,CHARLEMONT,MA,01339,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1225046,MAPLEWOOD 1850 HOUSE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,2,,MAPLEWOOD 1850 HOUSE,KEVIN ROUSSEAU,INFO@MAPLEWOODLODGING.COM,4132697351,,,,C/O KEVIN ROUSSEAU,P.O. BOX 72,OTIS,MA,01253,US,25-AUG-2006,15-SEP-2021,Groundwater,N,GW
MA4020021,FIRST LUTHERAN CHURCH,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,200,,,,,1,,FIRST LUTHERAN CHURCH,JANET STOLZER,OFFICE@FIRSTCAPECOD.ORG,5083623161,,5083623696,,P.O. BOX 157,,WEST BARNSTABLE,MA,02668,US,25-AUG-2006,15-SEP-2021,Groundwater,N,GW
MA1022035,THE SPENCER HOUSE LLC,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,HEATHER ANELLO,HEATHER ANELLO,CHEFHEATHERA@GMAIL.COM,4138224365,,,4136236026,215 JOHNSON HILL ROAD,,BECKET,MA,01223,US,16-MAR-2017,15-SEP-2021,Groundwater,N,GW
MA3160007,PRIMO WATER @ HANNAFORD FOOD,Region 1,Massachusetts,Transient non-community system,State,Private,Surface water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,9784467862,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,25-AUG-2006,15-SEP-2021,Surface water,N,SW
MA4052073,THE BERRY GUYS,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,THE BERRY GUYS,DAVID R CANDEIAS,DCANDEIAS@COLONIALWATERCOMPANY.COM,5087368812,,,5087330601,342 TREMONT STREET,,CARVER,MA,02330,US,20-SEP-2013,15-SEP-2021,Groundwater,N,GW
MA1183002,AZUREGREEN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,AZUREGREEN,TAMARIN LAUREL,TAMERIN@AZUREGREEN.COM,4136232155,,4136235151,,16 BELL ROAD,PO BOX 48,MIDDLEFIELD,MA,01243,US,15-SEP-2008,15-SEP-2021,Groundwater,N,GW
MA1113030,FIDDLEHEAD GRILL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,70,,,,,1,,FIDDLEHEAD GRILLE,DAVID PULLARO,FIDDLEHEADGRILLE@YAHOO.COM,4132129370,,,,999 SOUTH MAIN ST,,GREAT BARRINGTON,MA,01230,US,15-NOV-2003,15-SEP-2021,Groundwater,N,GW
MA1223015,PRIMO WATER @ WAL MART SUPER CTR #2329,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,9785445800,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,17-MAR-2014,15-SEP-2021,Groundwater,N,GW
MA1329008,PRIMO WATER @ WAL MART SUPER CTR #2174,Region 1,Massachusetts,Transient non-community system,State,Private,Surface water purchased,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,PRIMO WATER,MICHAEL FALCIONI,MFALCIONI@PRIMOWATER.COM,4135720400,,,7605716118,2615 TEMPLE HEIGHTS DRIVE,,OCEANSIDE,CA,92056,US,17-MAR-2014,15-SEP-2021,Surface water,N,SW
MA3051021,BENFIELD FARMS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,50,,,,,26,,BENFIELD FARMS,VICTORIA HANSON,VHANSON@PEABODYPROPERTIES.COM,6175909203,,,9782545562,575 SOUTH STREET,,CARLISLE,MA,01741,US,17-MAR-2014,15-SEP-2021,Groundwater,N,GW
MA4334027,BAYSIDE RESTAURANT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,90,,,,,1,,BAYSIDE RESTAURANT,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5086365882,,5086366496,5084006681,C/O CATHERINE SPIVEY,1253 HORSENECK ROAD,WESTPORT,MA,02790,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4334028,CALVARY BIBLE CHURCH,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,70,,,,,1,,CALVARY BIBLE CHURCH,JARED HEATHERLY,JJHEATHERLY@COMCAST.NET,5086363398,,,7749912645,1100 STATE RD,,WESTPORT,MA,02790,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4334030,LEXI LUS PLACE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,1,,BARBARA CARREIRO,BARBARA CARREIRO,ZBRACAR@AOL.COM,7743093330,,,5086362719,173 FORGE ROAD,,WESTPORT,MA,02790,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4334031,DCR HORSENECK BEACH STATE RESERVATION,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,05-01,09-30,N,"501-3,300","1,001-3,300","3,000",,,,,5,All Pressurized Including Offseason,DCR-DEPT. OF CONSERVATION AND RECREATION,JOSEPH YETMAN,JOSEPH.YETMAN@STATE.MA.US,5088662580,,5088667736,6176261454,"251 CAUSWAY STREET, 9TH FLOOR",ATTN: JIM MONTGOMERY,BOSTON,MA,02114,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4334032,DCR HORSENECK BEACH CAMPGROUND,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,05-01,10-31,N,<=500,101-500,300,,,,,1,Not Pressurized all Year,DCR-DEPT OF CONSERVATION AND RECREATION,JOSEPH YETMAN,JOSEPH.YETMAN@MASS.GOV,5088662580,,5088667736,6177197374,"251 CAUSWAY STREET, 9TH FLOOR",ATTN: JIM MONTGOMERY,BOSTON,MA,02114,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1263003,SAVOY ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,90,,,,,1,,SAVOY ELEMENTARY SCHOOL,JON LEV,JLEV@NBSUNION.COM,4136649292,,4136649942,,C/O NORTH BERKSHIRE SCHOOL UNION 43,98 CHURCH STREET,NORTH ADAMS,MA,01247,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA1267002,RACE BROOK LODGE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,2,,RACE BROOK LODGE,DAVID ROTHSTEIN,PROPERTY@STAGECOACHTAVERN.COM,4132292916,,,4133290498,864 SOUTH UNDERMOUNTAIN ROAD,,SHEFFIELD,MA,01257,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1268002,GOULDS SUGAR HOUSE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,03-01,10-31,N,<=500,<=100,25,,,,,1,Not Pressurized all Year,GOULD MAPLE FARMS INC.,LARRY GOULD,GOULDSMAPLE@COMCAST.NET,4136256170,,,,311 COOPER LANE ROAD,,SHELBURNE,MA,01370,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1268010,VIPASSANA MEDITATION CENTER,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,95,,,,,2,,VIPASSANA MEDITATION CENTER,LAURA SANDVIK,ADMIN@DHARA.DHAMMA.ORG,4136259825,,4136252170,,ATTN   LAURA SANDVIK,386 COLRAIN SHELBURNE ROAD,SHELBURNE,MA,01370,US,15-AUG-1984,15-SEP-2021,Groundwater,N,GW
MA1272001,DCR C A HOLMES RECREATION AREA,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,200,,,,,2,,DCR C A HOLMES RECREATION AREA,SARA NORTHRUP,S.NORTHRUP@STATE.MA.US,4135455993,,4135455995,4132703313,40 COLD STORAGE DRIVE,PO BOX 484,AMHERST,MA,01004,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1272002,SHUTESBURY ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,285,,,,,1,,SHUTESBURY ELEMENTARY SCHOOL,MATT FOSTER,fosterm@shutesburyschool.org,4132591212,,4132591531,,ATTN   PRINCIPAL,23 WEST PELHAM ROAD,SHUTESBURY,MA,01072,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA1341007,BERKSHIRE HILLS MOTEL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,1,,BERKSHIRE HILLS MOTEL,STEPHEN JOSEPH,STAYSARATOGA@GMAIL.COM,4134583950,,,,ROUTE 7,,WILLIAMSTOWN,MA,01267,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4088007,BROWN BILLONE CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,2,,BROWN BILLONE CLUB,BRIAN BILLONE,bbillone@hotmail.com,5082971599,,,9786978019,153 CHESTNUT ST,,NORTH EASTON,MA,02356,US,21-MAY-2007,15-SEP-2021,Groundwater,N,GW
MA3243003,BLUE HILLS SPRING WATER,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water purchased,Active,,01-01,12-31,N,"501-3,300","1,001-3,300","1,500",,,,,1,,"ROCKY MOUNTAIN SPRING WATER CO, INC.","EDWARD ROSE, III",ROCKSPRINGWATER@COMCAST.NET,7817494849,,7817401699,6176860853,"743 BROAD STREET, UNIT #1",,EAST WEYMOUTH,MA,02189,US,14-JUN-2011,15-SEP-2021,Groundwater,N,GW
MA1112009,GRAN VAL FARM,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-15,10-15,N,<=500,<=100,30,,,,,1,Not Pressurized all Year,"GRAN VAL FARM, LLC",AVOLA BERNDT,ABERNDT193@COMCAST.NET,4133576632,,,,233 GRANBY ROAD,,GRANVILLE,MA,01034,US,14-JUN-2011,15-SEP-2021,Groundwater,N,GW
